GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWHE001,NAME_M,AMWHM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian Trust Land/ Hawaiian Home Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Principal City Indicator,Public Use Microdata Area Code,Census Geographic Identifier,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Median value (dollars),Margins of error: Area Name,Margins of error: Median value (dollars)
G0500370,2016-2020,AR,,,Arkansas,5,Cross County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05037,,,"Cross County, Arkansas",31400,"Cross County, Arkansas",20719
G0500390,2016-2020,AR,,,Arkansas,5,Dallas County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05039,,,"Dallas County, Arkansas",43500,"Dallas County, Arkansas",22356
G0500410,2016-2020,AR,,,Arkansas,5,Desha County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05041,,,"Desha County, Arkansas",23700,"Desha County, Arkansas",22364
G0500430,2016-2020,AR,,,Arkansas,5,Drew County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05043,,,"Drew County, Arkansas",37400,"Drew County, Arkansas",13469
G0500450,2016-2020,AR,,,Arkansas,5,Faulkner County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05045,,,"Faulkner County, Arkansas",68600,"Faulkner County, Arkansas",9941
G0500470,2016-2020,AR,,,Arkansas,5,Franklin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05047,,,"Franklin County, Arkansas",32600,"Franklin County, Arkansas",16678
G0500490,2016-2020,AR,,,Arkansas,5,Fulton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05049,,,"Fulton County, Arkansas",38000,"Fulton County, Arkansas",21421
G0500510,2016-2020,AR,,,Arkansas,5,Garland County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05051,,,"Garland County, Arkansas",40500,"Garland County, Arkansas",11091
G0500530,2016-2020,AR,,,Arkansas,5,Grant County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05053,,,"Grant County, Arkansas",58700,"Grant County, Arkansas",16128
G0500550,2016-2020,AR,,,Arkansas,5,Greene County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05055,,,"Greene County, Arkansas",46700,"Greene County, Arkansas",8354
G0500570,2016-2020,AR,,,Arkansas,5,Hempstead County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05057,,,"Hempstead County, Arkansas",33800,"Hempstead County, Arkansas",8598
G0500590,2016-2020,AR,,,Arkansas,5,Hot Spring County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05059,,,"Hot Spring County, Arkansas",65300,"Hot Spring County, Arkansas",11309
G0500610,2016-2020,AR,,,Arkansas,5,Howard County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05061,,,"Howard County, Arkansas",27000,"Howard County, Arkansas",5722
G0500630,2016-2020,AR,,,Arkansas,5,Independence County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05063,,,"Independence County, Arkansas",37400,"Independence County, Arkansas",5570
G0500650,2016-2020,AR,,,Arkansas,5,Izard County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05065,,,"Izard County, Arkansas",49300,"Izard County, Arkansas",30804
G0500670,2016-2020,AR,,,Arkansas,5,Jackson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05067,,,"Jackson County, Arkansas",32500,"Jackson County, Arkansas",7323
G0500690,2016-2020,AR,,,Arkansas,5,Jefferson County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05069,,,"Jefferson County, Arkansas",50900,"Jefferson County, Arkansas",5537
G0500710,2016-2020,AR,,,Arkansas,5,Johnson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05071,,,"Johnson County, Arkansas",46500,"Johnson County, Arkansas",14719
G0500730,2016-2020,AR,,,Arkansas,5,Lafayette County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05073,,,"Lafayette County, Arkansas",17900,"Lafayette County, Arkansas",11291
G0500750,2016-2020,AR,,,Arkansas,5,Lawrence County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05075,,,"Lawrence County, Arkansas",36500,"Lawrence County, Arkansas",20087
G0500770,2016-2020,AR,,,Arkansas,5,Lee County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05077,,,"Lee County, Arkansas",24000,"Lee County, Arkansas",10407
G0500790,2016-2020,AR,,,Arkansas,5,Lincoln County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05079,,,"Lincoln County, Arkansas",60400,"Lincoln County, Arkansas",13787
G0500810,2016-2020,AR,,,Arkansas,5,Little River County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05081,,,"Little River County, Arkansas",39500,"Little River County, Arkansas",12803
G0500830,2016-2020,AR,,,Arkansas,5,Logan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05083,,,"Logan County, Arkansas",51000,"Logan County, Arkansas",19661
G0500850,2016-2020,AR,,,Arkansas,5,Lonoke County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05085,,,"Lonoke County, Arkansas",67000,"Lonoke County, Arkansas",5744
G0500870,2016-2020,AR,,,Arkansas,5,Madison County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05087,,,"Madison County, Arkansas",32800,"Madison County, Arkansas",19615
G0500890,2016-2020,AR,,,Arkansas,5,Marion County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05089,,,"Marion County, Arkansas",31800,"Marion County, Arkansas",8933
G0500910,2016-2020,AR,,,Arkansas,5,Miller County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05091,,,"Miller County, Arkansas",51100,"Miller County, Arkansas",8299
G0500930,2016-2020,AR,,,Arkansas,5,Mississippi County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05093,,,"Mississippi County, Arkansas",22800,"Mississippi County, Arkansas",9658
G0500950,2016-2020,AR,,,Arkansas,5,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05095,,,"Monroe County, Arkansas",31900,"Monroe County, Arkansas",14533
G0500970,2016-2020,AR,,,Arkansas,5,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05097,,,"Montgomery County, Arkansas",53800,"Montgomery County, Arkansas",8791
G0500990,2016-2020,AR,,,Arkansas,5,Nevada County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05099,,,"Nevada County, Arkansas",25000,"Nevada County, Arkansas",10905
G0501010,2016-2020,AR,,,Arkansas,5,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05101,,,"Newton County, Arkansas",57100,"Newton County, Arkansas",8903
G0501030,2016-2020,AR,,,Arkansas,5,Ouachita County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05103,,,"Ouachita County, Arkansas",36000,"Ouachita County, Arkansas",11381
G0501050,2016-2020,AR,,,Arkansas,5,Perry County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05105,,,"Perry County, Arkansas",44900,"Perry County, Arkansas",11061
G0501070,2016-2020,AR,,,Arkansas,5,Phillips County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05107,,,"Phillips County, Arkansas",,"Phillips County, Arkansas",
G0501090,2016-2020,AR,,,Arkansas,5,Pike County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05109,,,"Pike County, Arkansas",47500,"Pike County, Arkansas",11507
G0501110,2016-2020,AR,,,Arkansas,5,Poinsett County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05111,,,"Poinsett County, Arkansas",34000,"Poinsett County, Arkansas",16792
G0501130,2016-2020,AR,,,Arkansas,5,Polk County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05113,,,"Polk County, Arkansas",51400,"Polk County, Arkansas",6605
G0501150,2016-2020,AR,,,Arkansas,5,Pope County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05115,,,"Pope County, Arkansas",46000,"Pope County, Arkansas",10269
G0501170,2016-2020,AR,,,Arkansas,5,Prairie County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05117,,,"Prairie County, Arkansas",43500,"Prairie County, Arkansas",12320
G0501190,2016-2020,AR,,,Arkansas,5,Pulaski County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05119,,,"Pulaski County, Arkansas",48200,"Pulaski County, Arkansas",15240
G0501210,2016-2020,AR,,,Arkansas,5,Randolph County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05121,,,"Randolph County, Arkansas",55600,"Randolph County, Arkansas",19251
G0501230,2016-2020,AR,,,Arkansas,5,St. Francis County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05123,,,"St. Francis County, Arkansas",32600,"St. Francis County, Arkansas",6249
G0501250,2016-2020,AR,,,Arkansas,5,Saline County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05125,,,"Saline County, Arkansas",59900,"Saline County, Arkansas",6493
G0501270,2016-2020,AR,,,Arkansas,5,Scott County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05127,,,"Scott County, Arkansas",44700,"Scott County, Arkansas",18326
G0501290,2016-2020,AR,,,Arkansas,5,Searcy County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05129,,,"Searcy County, Arkansas",45200,"Searcy County, Arkansas",22574
G0501310,2016-2020,AR,,,Arkansas,5,Sebastian County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05131,,,"Sebastian County, Arkansas",56200,"Sebastian County, Arkansas",6288
G0501330,2016-2020,AR,,,Arkansas,5,Sevier County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05133,,,"Sevier County, Arkansas",27100,"Sevier County, Arkansas",14100
G0501350,2016-2020,AR,,,Arkansas,5,Sharp County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05135,,,"Sharp County, Arkansas",35300,"Sharp County, Arkansas",16331
G0501370,2016-2020,AR,,,Arkansas,5,Stone County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05137,,,"Stone County, Arkansas",70200,"Stone County, Arkansas",28016
G0501390,2016-2020,AR,,,Arkansas,5,Union County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05139,,,"Union County, Arkansas",39400,"Union County, Arkansas",10394
G0501410,2016-2020,AR,,,Arkansas,5,Van Buren County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05141,,,"Van Buren County, Arkansas",45600,"Van Buren County, Arkansas",14390
G0501430,2016-2020,AR,,,Arkansas,5,Washington County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05143,,,"Washington County, Arkansas",54800,"Washington County, Arkansas",16382
G0501450,2016-2020,AR,,,Arkansas,5,White County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05145,,,"White County, Arkansas",55300,"White County, Arkansas",5443
G0501470,2016-2020,AR,,,Arkansas,5,Woodruff County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05147,,,"Woodruff County, Arkansas",44000,"Woodruff County, Arkansas",33753
G0501490,2016-2020,AR,,,Arkansas,5,Yell County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05149,,,"Yell County, Arkansas",42800,"Yell County, Arkansas",7305
G0600010,2016-2020,CA,,,California,6,Alameda County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06001,,,"Alameda County, California",122800,"Alameda County, California",15586
G0600030,2016-2020,CA,,,California,6,Alpine County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06003,,,"Alpine County, California",,"Alpine County, California",
G0600050,2016-2020,CA,,,California,6,Amador County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06005,,,"Amador County, California",96900,"Amador County, California",9285
G0600070,2016-2020,CA,,,California,6,Butte County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06007,,,"Butte County, California",85500,"Butte County, California",11879
G0600090,2016-2020,CA,,,California,6,Calaveras County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06009,,,"Calaveras County, California",102600,"Calaveras County, California",68737
G0600110,2016-2020,CA,,,California,6,Colusa County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06011,,,"Colusa County, California",71800,"Colusa County, California",56922
G0600130,2016-2020,CA,,,California,6,Contra Costa County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06013,,,"Contra Costa County, California",77700,"Contra Costa County, California",10385
G0600150,2016-2020,CA,,,California,6,Del Norte County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06015,,,"Del Norte County, California",57200,"Del Norte County, California",39545
G0600170,2016-2020,CA,,,California,6,El Dorado County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06017,,,"El Dorado County, California",89500,"El Dorado County, California",30534
G0600190,2016-2020,CA,,,California,6,Fresno County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06019,,,"Fresno County, California",46500,"Fresno County, California",4415
G0600210,2016-2020,CA,,,California,6,Glenn County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06021,,,"Glenn County, California",59300,"Glenn County, California",48442
G0600230,2016-2020,CA,,,California,6,Humboldt County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06023,,,"Humboldt County, California",65100,"Humboldt County, California",6194
G0600250,2016-2020,CA,,,California,6,Imperial County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06025,,,"Imperial County, California",25600,"Imperial County, California",7635
G0600270,2016-2020,CA,,,California,6,Inyo County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06027,,,"Inyo County, California",60900,"Inyo County, California",7244
G0600290,2016-2020,CA,,,California,6,Kern County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06029,,,"Kern County, California",63900,"Kern County, California",6025
G0600310,2016-2020,CA,,,California,6,Kings County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06031,,,"Kings County, California",,"Kings County, California",
G0600330,2016-2020,CA,,,California,6,Lake County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06033,,,"Lake County, California",75900,"Lake County, California",6611
G0600350,2016-2020,CA,,,California,6,Lassen County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06035,,,"Lassen County, California",125700,"Lassen County, California",51923
G0600370,2016-2020,CA,,,California,6,Los Angeles County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06037,,,"Los Angeles County, California",69500,"Los Angeles County, California",3343
G0600390,2016-2020,CA,,,California,6,Madera County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06039,,,"Madera County, California",85500,"Madera County, California",23516
G0600410,2016-2020,CA,,,California,6,Marin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06041,,,"Marin County, California",245600,"Marin County, California",58327
G0600430,2016-2020,CA,,,California,6,Mariposa County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06043,,,"Mariposa County, California",142400,"Mariposa County, California",32833
G0600450,2016-2020,CA,,,California,6,Mendocino County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06045,,,"Mendocino County, California",62700,"Mendocino County, California",9180
G0600470,2016-2020,CA,,,California,6,Merced County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06047,,,"Merced County, California",34600,"Merced County, California",12787
G0600490,2016-2020,CA,,,California,6,Modoc County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06049,,,"Modoc County, California",102100,"Modoc County, California",73028
G0600510,2016-2020,CA,,,California,6,Mono County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06051,,,"Mono County, California",98100,"Mono County, California",31305
G0600530,2016-2020,CA,,,California,6,Monterey County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06053,,,"Monterey County, California",92700,"Monterey County, California",24320
G0600550,2016-2020,CA,,,California,6,Napa County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06055,,,"Napa County, California",140800,"Napa County, California",20617
G0600570,2016-2020,CA,,,California,6,Nevada County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06057,,,"Nevada County, California",50000,"Nevada County, California",21112
G0600590,2016-2020,CA,,,California,6,Orange County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06059,,,"Orange County, California",84700,"Orange County, California",2645
G0600610,2016-2020,CA,,,California,6,Placer County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06061,,,"Placer County, California",81800,"Placer County, California",7683
G0600630,2016-2020,CA,,,California,6,Plumas County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06063,,,"Plumas County, California",97100,"Plumas County, California",25145
G0600650,2016-2020,CA,,,California,6,Riverside County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06065,,,"Riverside County, California",73800,"Riverside County, California",4841
G0600670,2016-2020,CA,,,California,6,Sacramento County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06067,,,"Sacramento County, California",52400,"Sacramento County, California",4536
G0600690,2016-2020,CA,,,California,6,San Benito County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06069,,,"San Benito County, California",170500,"San Benito County, California",124519
G0600710,2016-2020,CA,,,California,6,San Bernardino County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06071,,,"San Bernardino County, California",55000,"San Bernardino County, California",2475
G0600730,2016-2020,CA,,,California,6,San Diego County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06073,,,"San Diego County, California",84200,"San Diego County, California",4025
G0600750,2016-2020,CA,,,California,6,San Francisco County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06075,,,"San Francisco County, California",111400,"San Francisco County, California",33747
G0600770,2016-2020,CA,,,California,6,San Joaquin County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06077,,,"San Joaquin County, California",37800,"San Joaquin County, California",7766
G0600790,2016-2020,CA,,,California,6,San Luis Obispo County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06079,,,"San Luis Obispo County, California",210500,"San Luis Obispo County, California",29818
G0600810,2016-2020,CA,,,California,6,San Mateo County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06081,,,"San Mateo County, California",119600,"San Mateo County, California",19748
G0600830,2016-2020,CA,,,California,6,Santa Barbara County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06083,,,"Santa Barbara County, California",140100,"Santa Barbara County, California",33787
G0600850,2016-2020,CA,,,California,6,Santa Clara County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06085,,,"Santa Clara County, California",173400,"Santa Clara County, California",8443
G0600870,2016-2020,CA,,,California,6,Santa Cruz County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06087,,,"Santa Cruz County, California",245400,"Santa Cruz County, California",20890
G0600890,2016-2020,CA,,,California,6,Shasta County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06089,,,"Shasta County, California",74500,"Shasta County, California",6074
G0600910,2016-2020,CA,,,California,6,Sierra County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06091,,,"Sierra County, California",,"Sierra County, California",
G0600930,2016-2020,CA,,,California,6,Siskiyou County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06093,,,"Siskiyou County, California",73900,"Siskiyou County, California",25026
G0600950,2016-2020,CA,,,California,6,Solano County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06095,,,"Solano County, California",85500,"Solano County, California",6125
G0600970,2016-2020,CA,,,California,6,Sonoma County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06097,,,"Sonoma County, California",102200,"Sonoma County, California",10039
G0600990,2016-2020,CA,,,California,6,Stanislaus County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06099,,,"Stanislaus County, California",36900,"Stanislaus County, California",9048
G0601010,2016-2020,CA,,,California,6,Sutter County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06101,,,"Sutter County, California",49300,"Sutter County, California",32223
G0601030,2016-2020,CA,,,California,6,Tehama County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06103,,,"Tehama County, California",132200,"Tehama County, California",31084
G0601050,2016-2020,CA,,,California,6,Trinity County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06105,,,"Trinity County, California",212500,"Trinity County, California",69357
G0601070,2016-2020,CA,,,California,6,Tulare County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06107,,,"Tulare County, California",51300,"Tulare County, California",10851
G0601090,2016-2020,CA,,,California,6,Tuolumne County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06109,,,"Tuolumne County, California",80500,"Tuolumne County, California",19906
G0601110,2016-2020,CA,,,California,6,Ventura County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06111,,,"Ventura County, California",132000,"Ventura County, California",11364
G0601130,2016-2020,CA,,,California,6,Yolo County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06113,,,"Yolo County, California",48100,"Yolo County, California",18856
G0601150,2016-2020,CA,,,California,6,Yuba County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06115,,,"Yuba County, California",65700,"Yuba County, California",44272
G0800010,2016-2020,CO,,,Colorado,8,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08001,,,"Adams County, Colorado",37900,"Adams County, Colorado",6529
G0800030,2016-2020,CO,,,Colorado,8,Alamosa County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08003,,,"Alamosa County, Colorado",60000,"Alamosa County, Colorado",37760
G0800050,2016-2020,CO,,,Colorado,8,Arapahoe County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08005,,,"Arapahoe County, Colorado",42900,"Arapahoe County, Colorado",11370
G0800070,2016-2020,CO,,,Colorado,8,Archuleta County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08007,,,"Archuleta County, Colorado",127800,"Archuleta County, Colorado",25574
G0800090,2016-2020,CO,,,Colorado,8,Baca County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08009,,,"Baca County, Colorado",,"Baca County, Colorado",
G0800110,2016-2020,CO,,,Colorado,8,Bent County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08011,,,"Bent County, Colorado",55800,"Bent County, Colorado",28147
G0800130,2016-2020,CO,,,Colorado,8,Boulder County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08013,,,"Boulder County, Colorado",44500,"Boulder County, Colorado",3476
G0800140,2016-2020,CO,,,Colorado,8,Broomfield County,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08014,,,"Broomfield County, Colorado",38500,"Broomfield County, Colorado",12731
G0800150,2016-2020,CO,,,Colorado,8,Chaffee County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08015,,,"Chaffee County, Colorado",119500,"Chaffee County, Colorado",108495
G0800170,2016-2020,CO,,,Colorado,8,Cheyenne County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08017,,,"Cheyenne County, Colorado",83800,"Cheyenne County, Colorado",69033
G0800190,2016-2020,CO,,,Colorado,8,Clear Creek County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08019,,,"Clear Creek County, Colorado",62000,"Clear Creek County, Colorado",35143
G0800210,2016-2020,CO,,,Colorado,8,Conejos County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08021,,,"Conejos County, Colorado",97300,"Conejos County, Colorado",24368
G0800230,2016-2020,CO,,,Colorado,8,Costilla County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08023,,,"Costilla County, Colorado",48400,"Costilla County, Colorado",13771
G0800250,2016-2020,CO,,,Colorado,8,Crowley County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08025,,,"Crowley County, Colorado",63800,"Crowley County, Colorado",21603
G0800270,2016-2020,CO,,,Colorado,8,Custer County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08027,,,"Custer County, Colorado",,"Custer County, Colorado",
G0800290,2016-2020,CO,,,Colorado,8,Delta County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08029,,,"Delta County, Colorado",90900,"Delta County, Colorado",15805
G0800310,2016-2020,CO,,,Colorado,8,Denver County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08031,,,"Denver County, Colorado",54600,"Denver County, Colorado",25942
G0800330,2016-2020,CO,,,Colorado,8,Dolores County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08033,,,"Dolores County, Colorado",93300,"Dolores County, Colorado",60165
